background_color{ 255, 0, 255 }
tile_pattern{
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 256,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "132",
  ground = "traversable",
  default_layer = 2,
  x = 200,
  y = 272,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "133",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 272,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "134",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 312,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "135",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "136",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "137",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "138",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "139",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 320,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "14",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 256,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "140",
  ground = "traversable",
  default_layer = 2,
  x = 200,
  y = 336,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "141",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 376,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "142",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 336,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "143",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 264,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "144",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 264,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "145",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 272,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "146",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 272,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "147",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 296,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "148",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 296,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "149",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 328,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "15",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 256,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "150",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 328,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "151",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 336,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "152",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 336,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "153",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 360,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "154",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 360,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "155",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 368,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "156",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 368,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "157",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 264,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "158",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 280,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "159",
  ground = "traversable",
  default_layer = 0,
  x = 192,
  y = 280,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "16",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 16,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "160",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 304,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "161",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 328,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "162",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 344,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "163",
  ground = "traversable",
  default_layer = 0,
  x = 192,
  y = 344,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "164",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 368,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "165",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 304,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "166",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 304,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "167",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 320,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "168",
  ground = "wall",
  default_layer = 0,
  x = 136,
  y = 320,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "169",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 336,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "17",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 16,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "170",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 360,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "171",
  ground = "wall",
  default_layer = 0,
  x = 128,
  y = 336,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "172",
  ground = "wall",
  default_layer = 0,
  x = 128,
  y = 360,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "173",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 368,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "174",
  ground = "wall",
  default_layer = 0,
  x = 136,
  y = 368,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "175",
  ground = "wall",
  default_layer = 0,
  x = 208,
  y = 288,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "176",
  ground = "wall",
  default_layer = 0,
  x = 224,
  y = 288,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "177",
  ground = "wall",
  default_layer = 0,
  x = 208,
  y = 304,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "178",
  ground = "wall",
  default_layer = 0,
  x = 224,
  y = 304,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "179",
  ground = "wall",
  default_layer = 0,
  x = 208,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "18",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 16,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "180",
  ground = "wall",
  default_layer = 0,
  x = 224,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "181",
  ground = "wall",
  default_layer = 0,
  x = 208,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "182",
  ground = "wall",
  default_layer = 0,
  x = 224,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "183",
  ground = "traversable",
  default_layer = 0,
  x = 120,
  y = 320,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "184",
  ground = "traversable",
  default_layer = 0,
  x = 112,
  y = 344,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "185",
  ground = "traversable",
  default_layer = 0,
  x = 128,
  y = 344,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "186",
  ground = "traversable",
  default_layer = 0,
  x = 120,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "187",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 384,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "188",
  ground = "wall",
  default_layer = 0,
  x = 136,
  y = 384,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "189",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 400,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "19",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 16,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "190",
  ground = "wall",
  default_layer = 0,
  x = 128,
  y = 400,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "191",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 424,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "192",
  ground = "wall",
  default_layer = 0,
  x = 128,
  y = 424,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "193",
  ground = "wall",
  default_layer = 0,
  x = 112,
  y = 432,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "194",
  ground = "wall",
  default_layer = 0,
  x = 136,
  y = 432,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "195",
  ground = "traversable",
  default_layer = 0,
  x = 120,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "196",
  ground = "traversable",
  default_layer = 0,
  x = 112,
  y = 408,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "197",
  ground = "traversable",
  default_layer = 0,
  x = 128,
  y = 408,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "198",
  ground = "traversable",
  default_layer = 0,
  x = 120,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "199",
  ground = "wall",
  default_layer = 0,
  x = 144,
  y = 384,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "2",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 0,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "20",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 144,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "200",
  ground = "wall",
  default_layer = 0,
  x = 168,
  y = 384,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "201",
  ground = "wall",
  default_layer = 0,
  x = 144,
  y = 400,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "202",
  ground = "wall",
  default_layer = 0,
  x = 160,
  y = 400,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "203",
  ground = "wall",
  default_layer = 0,
  x = 144,
  y = 424,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "204",
  ground = "wall",
  default_layer = 0,
  x = 160,
  y = 424,
  width = 16,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "205",
  ground = "wall",
  default_layer = 0,
  x = 144,
  y = 432,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "206",
  ground = "wall",
  default_layer = 0,
  x = 168,
  y = 432,
  width = 8,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "207",
  ground = "traversable",
  default_layer = 0,
  x = 152,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "208",
  ground = "traversable",
  default_layer = 0,
  x = 144,
  y = 408,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "209",
  ground = "traversable",
  default_layer = 0,
  x = 160,
  y = 408,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "21",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 144,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "210",
  ground = "traversable",
  default_layer = 0,
  x = 152,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "211",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 384,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "212",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 400,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "213",
  ground = "traversable",
  default_layer = 2,
  x = 200,
  y = 400,
  width = 8,
  height = 32,
  repeat_mode = "none",
}

tile_pattern{
  id = "214",
  ground = "traversable",
  default_layer = 2,
  x = 176,
  y = 440,
  width = 32,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "215",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 392,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "216",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 392,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "217",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 400,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "218",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 400,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "219",
  ground = "wall",
  default_layer = 0,
  x = 184,
  y = 424,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "22",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 144,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "220",
  ground = "wall",
  default_layer = 0,
  x = 192,
  y = 424,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "221",
  ground = "wall",
  default_layer = 0,
  x = 176,
  y = 432,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "222",
  ground = "wall",
  default_layer = 0,
  x = 200,
  y = 432,
  width = 8,
  height = 8,
  repeat_mode = "none",
}

tile_pattern{
  id = "223",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 392,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "224",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 408,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "225",
  ground = "traversable",
  default_layer = 0,
  x = 192,
  y = 408,
  width = 8,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "226",
  ground = "traversable",
  default_layer = 0,
  x = 184,
  y = 432,
  width = 16,
  height = 8,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "227",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 288,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "228",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 288,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "229",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 304,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "23",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 144,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "230",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 304,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "231",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "232",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 352,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "233",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "234",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 368,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "235",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "236",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "237",
  ground = "traversable",
  default_layer = 0,
  x = 80,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "238",
  ground = "traversable",
  default_layer = 0,
  x = 96,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "239",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "24",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 272,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "240",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "241",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "242",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 400,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "243",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 400,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "244",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "245",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "horizontal",
}

tile_pattern{
  id = "246",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "247",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "248",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 384,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "249",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 400,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "25",
  ground = "wall",
  default_layer = 0,
  x = 32,
  y = 272,
  width = 16,
  height = 16,
  repeat_mode = "vertical",
}

tile_pattern{
  id = "250",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 400,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "251",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "252",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 416,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "253",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "254",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 432,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "26",
  ground = "wall",
  default_layer = 0,
  x = 48,
  y = 272,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "27",
  ground = "wall",
  default_layer = 0,
  x = 64,
  y = 272,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "28",
  ground = "wall",
  default_layer = 0,
  x = 0,
  y = 32,
  width = 16,
  height = 16,
  repeat_mode = "none",
}

tile_pattern{
  id = "29",
  ground = "wall",
  default_layer = 0,
  x = 16,
  y = 32,
  width = 16,
